type,label,value
species,Hirtella racemosa-HIRTRA-HIR2,2985122
species,Hirtella triandra-HIRTTR-HIRT,2985089
species,Hoffmannia nicotianifolia,5335315
species,Hoffmannia subauriculata-HOFFSU-HOFE,5335430
species,Homalomena wendlandii,2868741
species,Homolepis aturensis,4117506
species,Humiriastrum diguense-HUMIDI-HUMD,7320157
species,Huperzia dichotoma,2688505
species,Hura crepitans-HURACR-HURC,5380015
species,Hydrangea peruviana-HYDRPE-HYDP,7318951
species,Hydrilla verticillata,5329570
species,Hydrocotyle umbellata,3034614
species,Hygrophila costata,5415348
species,Hylenaea praecelsa-HYLEPR-HYLP,3793660
species,Hymenachne amplexicaulis,2705781
species,Hymenaea courbaril-HYMECO-HYMC,2950750
species,Hymenasplenium delitescens,7402450
species,Hymenocallis littoralis,2860119
species,Hymenophyllum abruptum,7315617
species,Hyparrhenia rufa,2703246
species,Hypolytrum longifolium,2709274
species,Hyptis brevipes,7306536
species,Hyptis capitata,2926815
species,Hyptis mutabilis,2926813
species,Ichnanthus pallens,2704501
species,Ichnanthus tenuis,2704499
species,Indigofera trita,4271745
species,Inga acuminata-INGAS1-INAC,5357542
species,Inga cocleensis-INGACO-INCO,5358068
species,Inga goldmanii-INGAGO-INGO,5357822
species,Inga hayesii-INGAHA-INHA,5357942
species,Inga laurina-INGAFA-INFA,5358039
species,Inga marginata-INGAMA-INMA,7546887
species,Inga mucuna-INGAM1-INM1,5358088
species,Inga multijuga-INGAM2-INM2,5357635
species,Inga nobilis-INGAQU-INQU,5357519
species,Inga oerstediana-INGAMI-INMI,5358014
species,Inga pauciflora-INGAPA-INPA,5357820
species,Inga pezizifera-INGAPE-INPE,5357576
species,Inga punctata-INGAPU-INPU,5357665
species,Inga ruiziana-INGARU-INRU,5357975
species,Inga sapindoides-INGASA-INSA,5357706
species,Inga spectabilis-INGASP-INSP,5357491
species,Inga thibaudiana-INGATH-INTH,5357991
species,Inga umbellifera-INGAUM-INUM,7703842
species,Inga vera-INGAVE-INVE,5357680
species,Ionopsis satyrioides,5321868
species,Ionopsis utricularioides,5321877
species,Ipomoea batatas-IPOMBA,2928551
species,Ipomoea philomega-IPOMPH-IPOP,7926928
species,Ipomoea quamoclit-IPOMQU,2928562
species,Ipomoea squamosa-IPOMSQ-IPOS,4927163
species,Ipomoea tiliacea-IPOMTI-IPOT,2928552
species,Iresine angustifolia,3085026
species,Iresine diffusa,3085038
species,Isachne polygonoides,7813673
species,Ischaemum rugosum,2702462
species,Ischaemum timorense,2702458
species,Ischnosiphon leucophaeus,2761089
species,Isertia haenkeana-ISERHA-ISEH,2903537
species,Ixora chinensis-IXORCO,2905600
species,Ixora miquelii-IXORFL,2905283
species,Jacaranda copaia-JAC1CO-JACC,7298763
species,Jacaratia spinosa-JAC2SP-JACS,7269688
species,Jatropha curcas-JATRCU,3072953
species,Jupunba barbouriana-PIT1BA-ABAB,11659250
species,Jupunba macradenia-PIT1MA-PITM,11919516
species,Justicia graciliflora-JUSTGR-JUSG,3779183
species,Justicia pectoralis,3173087
species,Koanophyllon wetmorei-KOANWE-KOAW,3145039
species,Kohleria tubiflora,5592178
species,Kyllinga brevifolia,2718737
species,Kyllinga odorata,2718760
species,Kyllinga pumila,2718844
species,Lacistema aggregatum-LACIAG-LACA,3075397
species,Lacmellea panamensis-LACMPA-LACP,3617831
species,Laetia thamnia-LAETTH-LAET,7946110
species,Lafoensia punicifolia-LAFOPU-LAFP,3989500
species,Lantana camara-LANTCA-LANC,2925303
species,Lantana urticifolia,2925331
species,Lasiacis oaxacensis,4134977
species,Lasiacis procerrima,4134928
species,Lasiacis sorghoidea,2702854
species,Leersia hexandra,2702901
species,Leochilus scriptus,2803295
species,Lepidagathis alopecuroidea,3172921
species,Lepidaploa canescens,3099738
species,Leptochloa virgata,2703885
species,Leucaena multicapitula-LEUCMU-LEUM,2970407
species,Licania hypoleuca-LICAHY-LICH,2985272
species,Limnobium laevigatum,5329643
species,Lindackeria laurina-LINDLA-LINL,3879668
species,Lindernia crustacea,3171890
species,Lindernia diffusa,3171880
species,Liparis nervosa,5322999
species,Lithachne pauciflorus,2703323
species,Lockhartia acuta,5307762
species,Lockhartia pittieri,5307760
species,Lomariopsis vestita,4012634
species,Lonchocarpus ferrugineus-LONCFE,2969106
species,Lonchocarpus heptaphyllus-LONCLA-LONL,2969089
species,Lonchocarpus luteomaculatus-LONCLU-LON2,2969181
species,Lonchocarpus velutinus-LONCVE,2969008
species,Lozania pittieri-LOZAPI-LOZP,3075439
species,Ludovia integrifolia,5327022
species,Ludwigia decurrens,5421002
species,Ludwigia dodecandra,5545340
species,Ludwigia helminthorrhiza,5545304
species,Ludwigia leptocarpa,5421007
species,Ludwigia octovalvis,5420987
species,Ludwigia sedoides,5545123
species,Ludwigia torulosa,5545108
species,Luehea seemannii-LUEHSE-LUE1,7149790
species,Luehea speciosa-LUEHSP-LUE2,5406662
species,Lycaste powellii,5313360
species,Lycianthes maxonii-LYCIMA-LYCM,7299566
species,Lycianthes synanthera-LYCISY-LYCS,3798770
species,Lycopodiella cernua,2688348
species,Lygodium radiatum,3744427
species,Lygodium venustum,2650437
species,Mabea occidentalis-MABEOC-MABO,3071832
species,Machaerium darienense,5355087
species,Machaerium floribundum-MACHFL-MACF,5354927
species,Machaerium isadelphum-MACHMI-MAC1,7932857
species,Machaerium kegelii-MACHKE-MACK,5355165
species,Machaerium microphyllum,5354962
species,Machaerium milleflorum-MACHM2-MAC2,5355082
species,Machaerium pittieri-MACHAR-MACA,5355161
species,Machaerium polyphyllum,5355047
species,Machaerium salvadorense-MACHSA,5354919
species,Machaerium seemannii-MACHSE-MACS,5355162
species,Maclura tinctoria-MACLTI-MACT,12340747
species,Macrocnemum roseum-MACRGL-MACG,2895641
species,Macropsychanthus comosus-DIOCRE-DIOR,10954319
species,Macropsychanthus wilsonii-DIOCWI-DIOW,10990808
species,Macroscepis hirsuta-MATEHI,3579340
species,Macrothelypteris torresiana,8846035
species,Malouetia guatemalensis-MALOGU-MALG,3619989
species,Malpighia romeroana-MALPRO-MALR,7285434
species,Mammea americana-MAMMAM,3189421
species,Mandevilla villosa-MANDVI-MANV,3615169
species,Manettia reclinata,5338365
species,Mangifera indica-MANGIN-MANI,3190638
species,Manihot esculenta-MAN1ES,3060998
species,Manilkara zapota-MANIZA,2885158
species,Mansoa verrucifera-MANSVE-ONOV,4094246
species,Maquira guianensis-MAQUCO-MAQC,3763686
species,Maranthes panamensis-MARAPA-MAR1,2984748
species,Marcgravia nepenthoides-MARCNE-MAR3,5614666
species,Margaritaria nobilis-MARGNO-MAR2,5383279
species,Marila laxiflora-MAR1LA-MARL,7656893
species,Maripa panamensis-MARIPA-MARP,5549221
species,Martinella obovata-MARTOB-MARO,5415078
species,Mascagnia divaricata-MASCDI,3983715
species,Mascagnia ovatifolia-MASCNE-MASN,7285093
species,Masdesvallia livingstoneana,2848628
species,Matayba oppositifolia-MATAAP-MATA,3784095
species,Matelea denticulata-MATEDE,3573014
species,Matelea pinguifolia-MATEP1,3570864
species,Maxillaria macleei,5318014
species,Maxillaria porrecta,5318366
species,Maxillariella acervata,2826347
species,Maxillariella alba,2825895
species,Maxillariella variabilis,2826838
species,Maxonia apiifolia,2650997
species,Maytenus schippii-MAYTSC-MAYS,3794112
species,Mecardonia procumbens,3172014
species,Megathyrsus maximus,4108550
species,Melampodium divaricatum,3138949
species,Melanthera nivea,3092271
species,Melochia lupulina,7931142
species,Melochia melissifolia,8364764
species,Melothria pendula-MELOPE-MELP,2874550
species,Melothria trilobata-MELOTR-MELT,7317621
species,Mendoncia costaricana-MENDGR-MENG,3772633
species,Mendoncia retusa-MENDRE,3771888
species,Merremia umbellata-MERRUM,3678484
species,Mesechites trifidus-MESETR-MEST,7317257
species,Metaxya rostrata,5565003
species,Mickelia nicotianifolia,7675663
species,Miconia affinis-MICOAF-MIC1,3188559
species,Miconia argentea-MICOAR-MIC2,3859926
species,Miconia cinnamomea-CONOCI-CONC,3869829
species,Miconia conobracteata-CONOBR-CONB,10712139
species,Miconia conospeciosa-CONOSP-CON1,10820655
species,Miconia dentata-CLIDDE-CLID,10677735
species,Miconia dependens-CLIDCA-CLI1,10738960
species,Miconia dorsiloba-MICODO-MICD,3867274
species,Miconia elata-MICOEL-MICE,3866980
species,Miconia formicocollina-CLIDC1,10772614
species,Miconia galactantha-MICOSE-MIC6,3865683
species,Miconia hondurensis-MICOHO-MICH,3864206
species,Miconia impetiolaris-MICOIM-MICI,8409353
species,Miconia lacera-MICOLA-MIC3,3863059
species,Miconia lateriflora-MICOL1-MIC4,3862739
species,Miconia lonchophylla-MICOLO-MIC5,3862232
species,Miconia minutiflora-MICOBO-MICB,10932080
species,Miconia nervosa-MICONE-MICN,3859839
species,Miconia octona-CLIDOC-CLIO,10699427
species,Miconia prasina-MICOPR-MICP,3188562
species,Miconia purpureoviolacea-CLIDDI-CLIP,10800391
species,Miconia quinquenervia-MICOQU,7428033
species,Miconia rufostellulata-MICOR1,3868203
species,Miconia shattuckii-MICOSH-MIC7,3866811
species,Miconia simplex-MICOSI-MIC9,3866743
species,Miconia sulcicaulis-LEANDI-LEAD,10839238
species,Miconia trichocalyx-CLIDSE-CLIS,11171156
species,Miconia xalapensis-CONOXA,3862726
species,Microgramma lycopodioides,2650548
species,Microgramma percussa,4026062
species,Microgramma reptans,2650542
species,Microtea debilis,6412855
species,Mikania guaco-MIKAGU,5398809
species,Mikania houstoniana-MIKAHO-MIKH,11088382
species,Mikania leiostachya-MIKALE-MIKL,5398756
species,Mikania micrantha-MIKAMI-MIKM,5398421
species,Mikania tonduzii-MIKATO-MIKT,5398391
species,Mimosa casta,2969870
species,Mimosa pigra,2969431
species,Mimosa pudica,2969284
species,Momordica charantia-MOMOCH-MOMC,2874581
species,Monstera adansonii,2868136
species,Monstera dubia,2868179
species,Monstera pinnatipartita,2868226
species,Montrichardia arborescens,2868256
species,Moquilea platypus-LICAPL-LICP,2985306
species,Morinda seibertii-APPUSE-APPS,5596623
species,Morisonia frondosa-CAPPFR-CAPF,9696362
species,Mormodes powelli,2789599
species,Mosannona garwoodii-MALMSP-CRES,3648797
species,Mosquitoxylum jamaicense-MOSQJA-MOSJ,7321670
species,Mouriri myrtilloides-MOURMY-MOUM,3870233
species,Mucuna mutisiana-MUCUMU-MUCM,2951409
species,Mucuna rostrata-MUCURO,2951411
species,Muntingia calabura-MUNTCA-MUNC,3152036
species,Murdannia nudiflora,2764680
species,Musa acuminata,2762680
species,Myoxanthus trachychlamys,2801857
species,Myrcia fosteri-MYRCFO-MYR1,3174678
species,Myrcia splendens-MYRCGA-MYRG,3174691
species,Myrcia tomentosa-MYRCZE-MYRZ,3174416
species,Myriocarpa longipes-MYRILO-MYRY,7300750
species,Myriopus maculatus-TOURMA,4061086
species,Myrospermum frutescens-MYROFR-MYR2,2976681
species,Myroxylon balsamum-MYR3BA,5357190
species,Nautilocalyx panamensis,3819982
species,Nectandra cissiflora-NECTCI-NECC,5685370
species,Nectandra lineata-NECTGL-NECL,5685105
species,Neea amplifolia-NEEAAM-NEEA,3700440
species,Neea delicatula-NEEADE,3700097
species,Nelsonia canescens,5415356
species,Neomarica variegata,2745732
species,Nephrolepis biserrata,2650936
species,Nephrolepis pendula,7811517
species,Neurolaena lobata-NEURLO-NEUL,3096775
species,Niphidium oblanceolatum,4030132
species,Notopleura uliginosa,5336735
species,Notylia albida,2850703
species,Notylia barkeri,2850658
species,Notylia pentachne,2850722
species,Nymphaea ampla,2882432
species,Nymphaea conardii,2882428
species,Nymphoides indica,5341503
species,Ochroma pyramidale-OCHRPY-OCHP,3152240
species,Ocotea leptobotra-OCOTCE-OCOC,4179703
species,Ocotea oblonga-OCOTOB-OCOO,7304263
species,Ocotea puberula-OCOTPU-OCOP,7304142
species,Ocotea rubrinervis-OCOTRU,4183235
species,Ocotea whitei-OCOTWH-OCOS,4180728
species,Odontadenia puncticulosa-ODO1PU-ODOP,3616386
species,Odontadenia semidigyna-ODO1MA-ODOM,10525151
species,Odontocarya tamoides-ODO2TA-ODO1,7268771
species,Odontocarya truncata-ODO2TR-ODO2,3830257
species,Oenocarpus mapora-OENOMA-OENM,2735446
species,Oldenlandia corymbosa,2911970
species,Olyra ecaudata,5679041
species,Olyra latifolia,5290105
species,Omphalea diandra-OMPHDI-OMPD,3062246
species,Operculina codonantha-OPERCO,7459303
species,Ophioglossum reticulatum,2650137
species,Oplismenus burmannii,2705738
species,Oplismenus hirtellus,2705737
species,Oreopanax capitatus-OREOCA-OREC,3036624
species,Ormosia amazonica-ORMOAM-ORMA,5355607
species,Ormosia coccinea-ORMOCR-ORMC,5355587
species,Ormosia macrocalyx-ORMOMA-ORMM,5355476
species,Ormosia panamensis-ORMOPA-ORMP,5355604
species,Ornithocephalus bicornis,5321656
species,Ornithocephalus powellii,5321633
species,Orthoclada laxa,4142419
species,Oryctanthus alveolatus,7288139
species,Oryctanthus cordifolius,4003367
species,Oryctanthus occidentalis,7288101
species,Oryza latifolia,2703456
species,Ouratea lucens-OURALU-OURL,7326730
species,Oxandra panamensis-OXANPA,3154745
species,Oxycaryum cubense,2710864
species,Pachira aquatica-POCHAQ-PACA,3152235
species,Pachira sessilis-POCHSE-BOMS,4073559
species,Pachyptera kerere-MANSKE-PACK,4094079
species,Palicourea acuminata-PSYCAC-PYAC,7763101
species,Palicourea brachiata-PSYCB1-PYB1,8416596
species,Palicourea cyanococca-PSYCPI-PYPI,10934022
species,Palicourea deflexa-PSYCDE-PYDE,7579870
species,Palicourea gracilenta-PSYCB2-PYB2,10232993
species,Palicourea guianensis-PALIGU-PALG,2898772
species,Palicourea hebeclada-PSYCPU-PYPU,7486068
species,Palicourea hoffmannseggiana-PSYCFU-PYFU,8095300
species,Palicourea racemosa-PSYCRA-PYRA,11086770
species,Palicourea tomentosa-PSYCPO-PYPO,7866160
species,Palicourea violacea-PSYCC1-PYC1,2921742
species,Palmorchis nitida,2832439
species,Palmorchis powellii,2832433
species,Panicum grande,4143644
species,Panicum mertensii,4135162
species,Panicum pilosum,2705110
species,Panicum polygonatum,4123944
species,Panicum pulchellum,4127647
species,Panicum trichanthum,2705169
species,Panicum trichoides,2705068
species,Parathesis fusca-PAR2FU,3722763
species,Parathesis microcalyx-PAR2MI-PARM,3722415
species,Paspalidium geminatum,2703482
species,Paspalum conjugatum,2705656
species,Paspalum decumbens,2705582
species,Paspalum microstachyum,4107284
species,Paspalum notatum,2705621
species,Paspalum paniculatum,2705587
species,Paspalum plicatulum,2705584
species,Paspalum repens,2705655
species,Paspalum saccharoides,4154344
species,Paspalum virgatum,2705620
species,Passiflora ambigua-PASSAM-PAS1,7849294
species,Passiflora auriculata-PASSAU-PAS2,3587589
species,Passiflora biflora-PASSBI-PASB,2874204
species,Passiflora coriacea,7565198
species,Passiflora foetida-PASSFO-PASF,2874211
species,Passiflora holosericea-PASSHO,7499561
species,Passiflora menispermifolia-PASSM3,7313428
species,Passiflora misera-PASSMI,3587005
species,Passiflora nitida-PASSNI-PASN,3587301
species,Passiflora platyloba-PASSPL,7313348
species,Passiflora sandrae,3587070
species,Passiflora seemannii-PASSSE-PASS,3586863
species,Passiflora vitifolia-PASSVI-PASV,2874186
species,Paullinia baileyi-PAULBA-PAU1,3785356
species,Paullinia bracteosa-PAULBR-PAU2,3785232
species,Paullinia clavigera-PAULFI-PAUF,7264791
species,Paullinia fuscescens-PAULFU-PAU3,3189951
species,Paullinia glomerulosa-PAULG2-PAU4,3784333
species,Paullinia mallophylla-PAULMA-PAUM,3783920
species,Paullinia pinnata-PAULPI-PAU5,3189950
species,Paullinia pterocarpa-PAULPT-PAU6,3787941
species,Paullinia rugosa-PAULRU-PAUR,3787746
species,Paullinia turbacensis-PAULTU-PAUT,3787116
species,Pavonia castaneifolia,5619204
species,Pavonia dasypetala-LOPIDA-PAVD,5619129
species,Pavonia paniculata,5406773
species,Pavonia schiedeana,5618317
species,Pecluma hygrometrica,4028220
species,Pecluma pectinata,2650508
species,Peltogyne purpurea-PEL2PU-PELP,2952734
species,Pentagonia macrophylla-PENTMA-PENM,5334728
species,Peperomia ciliolibractea,4184709
species,Peperomia cordulata,4191308
species,Peperomia ebingeri,4188094
species,Peperomia elata,4187809
species,Peperomia glabella,3086385
species,Peperomia macrostachya,4184624
species,Peperomia mameiana,4185825
species,Peperomia obscurifolia,7305877
species,Peperomia obtusifolia,3086423
species,Peperomia pellucida,3086412
species,Peperomia portobellensis,4185938
species,Peperomia rotundifolia,3086378
species,Peperomia tenuifolia,4184010
species,Perebea xanthochyma-PEREXA-PERX,3765422
species,Peristeria elata,5307524
species,Peritassa pruinosa-PERIPR-PERP,3793233
species,Persea americana-PERSAM-PER1,3034046
species,Petiveria alliacea,3084012
species,Petrea volubilis-PETRAS-PETA,2925536
species,Pharus latifolius,2703641
species,Pharus parvifolius,2703640
species,Pharus virescens,5678353
species,Philodendron alliodorum,2870955
species,Philodendron fragrantissimum,2870944
species,Philodendron grandipes,2870675
species,Philodendron hederaceum,2871003
species,Philodendron immixtum,2871325
species,Philodendron inaequilaterum,2871286
species,Philodendron jacquinii,2871149
species,Philodendron opacum,2871173
species,Philodendron panamense,2871053
species,Philodendron pterotum,2870965
species,Philodendron radiatum,2870769
species,Philodendron rayanum,2870726
species,Philodendron rigidifolium,2871253
species,Philodendron sagittifolium,2870829
species,Philodendron tripartitum,2870748
species,Phoradendron piperoides,2889900
species,Phoradendron quadrangulare,2889874
species,Phragmites australis,5290149
species,Phthirusa pyrifolia,7288052
species,Phyllanthus acuminatus-PHYLAC-PHYA,5381441
species,Phyllanthus amarus,5382589
species,Phyllanthus urinaria,5382780
species,Physalis angulata,5341792
species,Physalis pubescens,5341819
species,Phytolacca rivinoides,3084014
species,Picramnia latifolia-PICRLA-PICL,3708918
species,Pilea microphylla,5361841
species,Pinochia peninsularis-FORSPE-FORP,3616996
species,Piparea dentata-CASECO-CASC,3878707
species,Piper aequale-PIPEAE-PPAE,3086344
species,Piper arboreum-PIPEA1-PPA1,7304860
species,Piper auritum-PIPEAU-PPAU,3086352
species,Piper carrilloanum-PIPECA-PPCA,4185525
species,Piper colonense-PIPECU-PPCU,4190837
species,Piper cordulatum-PIPECO-PPCO,7305838
species,Piper darienense,7305503
species,Piper dilatatum-PIPED1,3086349
species,Piper grande-PIPEGR-PPGR,8107355
species,Piper hispidum-PIPEHI-PPHI,3086355
species,Piper imperiale-PIPEIM-PPIM,4185175
species,Piper marginatum-PIPEMA-PPMA,3086325
species,Piper multiplinervium-PIPEMU,4191505
species,Piper peltatum-PIPEP1,3086365
species,Piper peracuminatum-PIPEP2,4185472
species,Piper perlasense-PIPEPE-PPPE,4185113
species,Piper pseudogaragaranum,4189182
species,Piper pubistipulum,7305547
species,Piper reticulatum-PIPERE-PPRE,3086330
species,Piper trigonum,4190593
species,Piper villiramulum-PIPEVI,7305499
species,Piper viridicaule,4187704
species,Pisonia aculeata-PISOAC-PISA,3086260
species,Pistia stratiotes,2870583
species,Pitcairnia heterophylla,5288518
species,Pithecellobium hymenaeifolium-PIT1HY-PITH,3796237
species,Pittoniotis trichantha-ANTITR-ANTT,2911216
species,Pityrogramma calomelanos,2651790
species,Platymiscium dimorphandrum-PLA1PI-PLAP,2944735
species,Platypodium elegans-PLA2EL-PLAE,2977383
species,Pleiostachya pruinosa,2762184
species,Pleonotoma variabilis-PLEOVA-PLEV,7298647
species,Pleopeltis christensenii,8189442
species,Pleopeltis panamensis,4028990
species,Pleopeltis polypodioides,2650496
species,Pluchea odorata,3132617
species,Pochota fendleri-POCHQU-BOMQ,9158473
species,Pogonopus exsertus-POGOSP,5340236
species,Polybotrya caudata,4042509
species,Polygala paniculata,3191373
species,Polygonum acuminatum,5334340
species,Polygonum hydropiperoides,5334468
species,Polygonum punctatum,7512339
species,Polyscias guilfoylei-POL1GU,3035681
species,Polystachya foliosa,2792004
species,Polystachya masayensis,2792546
species,Polytaenium citrifolium,9389130
species,Polytrias indica,4153188
species,Pombalia prunifolia-HYBAPR-HYBP,8195188
species,Pontederia rotundifolia,2766055
species,Portulaca oleracea,3084719
species,Posoqueria latifolia-POSOLA-POSL,2893899
species,Poulsenia armata-POULAR-POUA,5570848
species,Pourouma bicolor-POURBI-POUB,7316430
species,Pouteria fossicola-POUTFO-POUF,2884117
species,Pouteria reticulata-POUTRE-POUU,2884054
species,Pouteria sapota-POUTSA-POU1,2884162
species,Pouteria stipitata-POUTST-POU2,2884149
species,Pouzolzia obliqua-POUZOB-POUO,4099683
species,Prestonia ipomaeifolia-PRESIP-PREI,5536522
species,Prestonia lenticellata-PRESLE,5536478
species,Prestonia mexicana-PRESME,5536413
species,Prestonia portobellensis-PRESPO-PREP,5536313
species,Prestonia quinquangularis-PRESAC-PREA,5414415
species,Prestonia trifida-PRESOB-PREO,5536196
species,Prionostemma aspera-PRI1AS-PRIA,5579703
species,Prioria copaifera-PRI2CO-PRIC,2947108
species,Prosthechea aemula,2794015
species,Prosthechea chacaoensis,2794103
species,Prosthechea fragrans,2794328
species,Prosthechea pygmaea,2794075
species,Protium confusum-PROTSP-PRO1,3993929
species,Protium costaricense-PROTCO-PROC,3993783
species,Protium panamense-PROTPA-PROP,3993834
species,Protium stevensonii-TET2PA-TET2,11108033
species,Protium tenuifolium-PROTTE-PROT,7286790
species,Protium trifoliolatum-PROTTR,3992925
species,Pseudelephantopus spicatus,3092022
species,Pseudobombax septenatum-PSE1SE-PSE1,4073614
species,Pseudolmedia spuria-PSE2SP-PSE2,2984543
species,Pseudosamanea guachapele-ALBIGU-ALBG,2972923
species,Psidium friedrichsthalianum-PSIDFR-PSIF,5420358
species,Psidium guajava-PSIDGU-PSIG,5420380
species,Psiguria triphylla-PSIGBI-PSIB,3624442
species,Psiguria warscewiczii-PSIGWA-PSIW,3624367
species,Psychotria biaristata-PSYCG1-PYG1,2921957
species,Psychotria carthagenensis-PSYCC3,2920891
species,Psychotria chagrensis-PSYCCH-PYCH,2920161
species,Psychotria grandis-PSYCG3-PYG3,2922874
species,Psychotria guapilensis,2922447
species,Psychotria horizontalis-PSYCHO-PYHO,2920395
species,Psychotria limonensis-PSYCLI-PYLI,2920461
species,Psychotria marginata-PSYCMA-PYMA,2910824
species,Psychotria micrantha-PSYCMI-PYMI,2923258
species,Psychotria psychotriifolia-PSYCPS-PYPS,2922893
species,Psychotria tenuifolia-PSYCG2-PYG2,2922399
species,Pteris altissima,5275403
species,Pteris grandifolia,5275402
species,Pteris propinqua,7710896
species,Pteris pungens,5275405
species,Pterocarpus officinalis-PTEROF-PTEO,5349333
species,Pterocarpus rohrii-PTERRO-PTER,5349322
species,Pteropepon acariaeanthus-PSEUAC,7379457
species,Quararibea pterocalyx-QUARPT-QUAP,4073797
species,Quararibea stenophylla-QUARAS-QUA1,4073669
species,Quassia amara-QUASAM-QUA2,3190647
species,Quiina macrophylla-QUIISC-QUIS,8288718
species,Randia armata-RANDAR-RANA,5339445
species,Rauvolfia littoralis-RAUVLI-RAUL,7874193
species,Renealmia alpinia,5302606
species,Renealmia cernua,5302530
species,Rhabdadenia biflora-RHABBI-RHAB,7981652
species,Rhetinantha friedrichsthalii,2826294
species,Rhipidocladum racemiflorum,4142909
species,Rhipsalis baccifera,3084036
species,Rhodospatha moritziana,2872017
species,Rhodospatha wendlandii,2872011
species,Rhynchosia calycosa-RHYNCA,5350932
species,Rhynchosia erythrinoides-RHYNER,5350991
species,Rhynchospora cephalotes,2721655
species,Rhynchospora contracta,2720826
species,Rhynchospora corymbosa,2721495
species,Rhynchospora nervosa,2721307
species,Rhynchospora pedersenii,2720588
species,Rhynchospora radicans,2721217
species,Rinorea silvatica-RINOSY-RIN2,4077284
species,Rinorea squamata-RINOSQ-RIN1,4077443
species,Rivina humilis,3084027
species,Robrichia schomburgkii-ENTESC-ENTS,12308693
species,Rodriguezia lanceolata,5313640
species,Rolandra fruticosa,3114266
species,Ronabea emetica,2902131
species,Rosenbergiodendron formosum-RANDFO-RANF,2904221
species,Rossioglossum ampliatum,5826486
species,Rottboellia cochinchinensis,2704075
species,Roupala montana-ROUPMO-ROUM,7831077
species,Rourea adenophora-ROURAD,3686515
species,Rourea glabra-ROURGL-ROUG,7326575
species,Ruehssia crassipes-MARSCR-MARC,11887412
species,Ruellia metallica,5573754
species,Sabicea villosa-SABIVI-SABV,2900221
species,Saccharum officinarum,2703912
species,Saccharum spontaneum,2703935
species,Sacciolepis striata,2703628
species,Saccoloma elegans,7265847
species,Sagittaria lancifolia,5328895
species,Salvia occidentalis,2927014
species,Salvinia radula,5579461
species,Sapium glandulosum-SAPIAU-SAPG,5379918
species,Saurauia yasicae-SAURLA-SAUY,7270715
species,Scaphyglottis behrii,2847177
species,Scaphyglottis longicaulis,2847103
species,Scaphyglottis prolifera,2847042
species,Schistocarpha eupatorioides,3105021
species,Schizachyrium brevifolium,8303121
species,Schizachyrium microstachyum,4124635
species,Schizaea elegans,2650558
species,Schizolobium parahyba-SCHIPA-SCHP,2945453
species,Schnella guianensis-BAUHGU-BAUG,4929144
species,Schnella reflexa-BAUHRE-BAUR,8193417
species,Schwackaea cupheoides,3859446
species,Sciadotenia nitida-SCI1NI,3830126
species,Scleria eggersiana,2712456
species,Scleria macrophylla,2712441
species,Scleria melaleuca,2712839
species,Scleria mitis,2712617
species,Scleria secans,2712691
species,Scoparia dulcis,3171787
species,Scyphostelma filisepalum-LIEDFI,8279212
species,Securidaca diversifolia-SECUDI-SECD,5421445
species,Securidaca tenuifolia-SECUTE,5658078
species,Selaginella arthritica,3710316
species,Selaginella exaltata,7897088
species,Selaginella flagellata,3710367
species,Selaginella haematodes,4940392
species,Selaginella horizontalis,7864342
species,Selaginella mollis,8184076
species,Senegalia hayesii-ACACHA-ACAH,2981234
species,Senegalia polyphylla-SEN1PO,2980360
species,Senegalia riparia-ACACRI-ACAR,2978843
species,Senna bacillaris-SENNBA,2957751
species,Senna dariensis-SENNDA-SEND,2956921
species,Senna obtusifolia,2957408
species,Senna reticulata-SENNRE-SENR,2957303
species,Senna undulata-SENNUN-SENU,2957590
species,Serjania atrolineata-SERJAT-SERA,7265058
species,Serjania circumvallata-SERJCI-SER1,5577883
species,Serjania cornigera-SERJCO-SER2,5577803
species,Serjania mexicana-SERJME-SERM,7705119
species,Serjania paucidentata-SERJPA-SER3,8005307
species,Serjania pluvialiflorens-SERJPL-SER4,5576976
species,Serjania pyramidata-SERJPY,5576920
species,Serjania rhombea-SERJRH-SERR,5576868
species,Serjania trachygona-SERJTR-SERT,5576677
species,Serpocaulon maritimum,4023916
species,Serpocaulon triseriale,4023792
species,Serpocaulon wagneri,4023771
species,Setaria palmifolia,2702958
species,Setaria parviflora,5289679
species,Setaria vulpiseta,5289673
species,Sicydium schiedeanum-SICYCO-SICC,5537212
species,Sida hirsutissima,7692420
species,Sida rhombifolia,5406735
species,Sievekingia suavis,2806919
species,Simarouba amara-SIMAAM-SIMA,7720664
species,Siparuna cristata-SIPACR-SIPG,7264504
species,Siparuna guianensis-SIPAGU,7264535
species,Siparuna pauciflora-SIPAPA-SIPP,3782356
species,Sloanea terniflora-SLOATE-SLOT,5651141
species,Sloanea zuliaensis-SLOAZU-SLOZ,5651096
species,Smilax domingensis-SMILLA-SMID,5295279
species,Smilax mollis-SMILMO-SMIM,5295233
species,Smilax purhampuy-SMILPU,5295631
species,Smilax spinosa-SMILS1-SMI1,5295334
species,Smilax spissa-SMILS2-SMI2,5295259
species,Sobralia bletiae,2797412
species,Sobralia decora,2797555
species,Sobralia fragans,2797489
species,Sobralia macrophylla,2797465
species,Socratea exorrhiza-SOCREX-SOCE,2732453
species,Solanum adhaerens,8023576
species,Solanum allophyllum,2931303
species,Solanum arboreum-SOLAAR-SOL2,2931033
